167,Serhou Guirassy,us USA,FW,Eint Frankfurt,18,2003,22,20,1646,18.3,11,0,11,2,2,4,1,190,189.5,0,0
168,Péter Gulácsi,us USA,GK,Eint Frankfurt,18,2003,6,6,540,6.0,0,0,0,0,0,0,0,0,33.1,0,0
169,Manuel Gulde,us USA,DF,Eint Frankfurt,18,2003,15,8,643,7.1,1,0,1,0,0,2,0,67,77.5,1,0
170,Robert Gumny,us USA,DF,Eint Frankfurt,18,2003,29,23,2015,22.4,1,2,3,0,0,5,1,207,236.2,1,0
171,Christian Günter,us USA,DFMF,Eint Frankfurt,18,2003,33,31,2748,30.5,1,4,5,0,0,5,0,151,327.8,1,76.07
172,Joško Gvardiol,us USA,DF,Eint Frankfurt,18,2003,30,24,2170,24.1,1,0,1,0,0,2,0,219,257.6,1,0
173,Janik Haberer,us USA,MF,Eint Frankfurt,18,2003,32,30,2187,24.3,5,1,6,0,0,1,0,222,283.8,5,79.41
174,Alexander Hack,us USA,DF,Eint Frankfurt,18,2003,19,14,1132,12.6,0,0,0,0,0,2,1,163,128.1,0,0
175,André Hahn,us USA,FWMF,Eint Frankfurt,18,2003,7,4,391,4.3,2,0,2,0,0,1,0,38,52.7,2,0
176,Amadou Haidara,us USA,MF,Eint Frankfurt,18,2003,31,15,1430,15.9,2,1,3,0,0,7,0,156,185.5,2,0
177,Sébastien Haller,us USA,FW,Eint Frankfurt,18,2003,19,15,1225,13.6,9,3,12,0,1,1,0,149,150,9,0
178,Marcel Halstenberg,us USA,DF,Eint Frankfurt,18,2003,31,17,1557,17.3,1,1,2,0,0,2,0,164,192.1,1,0
179,Andreas Hanche-Olsen,us USA,DF,Eint Frankfurt,18,2003,17,17,1497,16.6,1,3,4,0,0,5,0,232,188,1,0
180,Genki Haraguchi,us USA,MF,Eint Frankfurt,18,2003,11,9,748,8.3,0,2,2,0,0,1,0,135,164.7,0,0
181,Genki Haraguchi,us USA,MF,Eint Frankfurt,18,2003,11,6,498,5.5,0,0,0,0,0,0,0,135,164.7,0,0
182,Makoto Hasebe,us USA,DF,Eint Frankfurt,18,2003,18,15,1306,14.5,0,0,0,0,0,1,0,103,147.5,0,0
183,Thorgan Hazard,us USA,FWDF,Eint Frankfurt,18,2003,14,2,464,5.2,0,0,0,0,0,1,0,41,64.3,0,0
184,Jonas Hector,us USA,DF,Eint Frankfurt,18,2003,32,32,2824,31.4,0,2,2,0,0,3,0,0,333.7,0,81.43
185,Dominique Heintz,us USA,DF,Eint Frankfurt,18,2003,11,8,795,8.8,0,0,0,0,0,1,0,70,86.5,0,0
186,Benjamin Henrichs,us USA,DFMF,Eint Frankfurt,18,2003,30,23,2188,24.3,2,2,4,0,0,8,0,300,247.2,2,79.56
187,Lucas Hernández,us USA,DF,Eint Frankfurt,18,2003,7,6,476,5.3,0,0,0,0,0,1,0,34,55.5,0,0
188,Patrick Herrmann,us USA,FWMF,Eint Frankfurt,18,2003,21,0,164,1.8,1,0,1,0,0,2,0,24,31.6,1,0
189,Piero Hincapié,us USA,DFMF,Eint Frankfurt,18,2003,30,27,2457,27.3,1,1,2,0,0,13,3,0,0,0,0
